SNo.,Company Name,Domain Name,Overview,,Founded Year,City,State,Country,Is Funded,Total Funding (USD),Latest Funded Date,Latest Funded Amount,Latest Funded Amount (USD),Company Stage,Average days between last funding and acquisition,Is Acquired,Acquired By,Acquired Date,Acquired Year,Acquired Amount (USD),Acquisition Type,Is IPO,Editor's Rating,Editor's Rated Date,Soonicorn Club Status,Soonicorn Club Marked Date,Soonicorn Club Event Date,Practice Areas,Feed Name,Business Models,Institutional Investors,Angel Investors,Description,All Geographies Served,Company Emails,Company Phone Numbers,Founders' Info,Founders' Email Ids,Links to Founders' Profiles,Link to Employees,Annual Revenue (USD),Annual Revenue as on,Is Incorporated,Incorporation Date,Paid-up Capital at Incorporation (USD),Founders at Incorporation,Acquisition List,Stock Ticker,IPO Date,IPO Amount (USD),Revenue at IPO (USD),Market Capital at IPO (USD),Stock Price at IPO (USD),Is Deadpooled,Deadpooled Date,Part Of,Same As,,,,Website,Website Status,Website Status Last Updated,LinkedIn,Twitter,Facebook,Blog Url,Tracxn URL,Date Added,Annual Net Profit (USD),Annual Net Profit as on,Annual EBITDA (USD),Annual EBITDA as on,Latest Valuation (USD),Latest Valuation as on,Total Employee Count,Total Employee Count as on,Tracxn Score,Revenue Multiple,Revenue Multiple as on,Special Flags : Yes,Special Flags : No,Special Flags : Unknown,In rounds sheet
29,Drops,languagedrops.com,Gamified resources for language learning,,2015,Tallinn,Harju,Estonia,No,,NA,,,Acquired,,Yes,kahoot.com,"nov. 24, 2020",2020,"31,000,000",Business Acquisition,No,3,"ene. 19, 2021",,,,"Consumer
EdTech","Vernacular Platforms
Continued Learning","Vernacular Platforms > Education > Language Learning
Continued Learning > Vocational > Language Learning > Multi Language > Games",,,"Drops offers gamified resources for language learning. Provides games with mnemonic images to learn vocabulary. Enables learning English, Japanese, Chinese, Korean, Arabic, Hebrew, Portuguese, Russian, Danish, Hungarian, Hindi and more. Available for Android and iOS platform. Offered on a monthly subscription model.",Estonia,support@languagedrops.com,,"Daniel Farkas; Co-Founder & CEO; daniel@languagedrops.com; http://linkedin.com/in/farkasdan; ex-Co-Founder LearnInvisble, Founder & CEO 2K Words.
Mark Szulyovszky; Co-Founder & CTO; markszulyovszky@gmail.com; http://linkedin.com/in/markszulyovszky; ex-Canon Europe, Co-Founder LearnInvisble, ThinkInvisible. Oktopus Multimedia Institute 2006, University of Szeged 2011, International People's College 2011","daniel@languagedrops.com
markszulyovszky@gmail.com","http://linkedin.com/in/farkasdan
http://linkedin.com/in/markszulyovszky",,,,No,,,,,,,,,,,No,,,,,,,https://www.languagedrops.com,200,"ene. 22, 2021",http://linkedin.com/company/languagedrops,http://twitter.com/language_drops,http://facebook.com/learnwithdrops,http://languagedrops.com/blog,https://tracxn.com/companies/Mi56dZpMfHRV6Z6RLZVNyoXLdOK01cFRGJXD-jEbA5E/languagedrops.com,"jun. 12, 2019",,,,,,,,,62.05,,,"Tech
Consumer","Enterprise
Marketplace
SaaS
Tech Hardware
Social Impact
Artificial Intelligence
Software","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
643,MetroDeal,metrodeal.com,Daily deals website,,2011,Manila,Metro Manila,Philippines,No,,NA,,,Acquired,,Yes,trans-cosmos.co.jp,"jun. 30, 2015",2015,"30,000,000",Business Acquisition,No,,,,,,Retail,Coupons and Deals,Coupons and Deals > Deals > O2O > Horizontal,,,"Based in Philippines, MetroDeal is an online retailer of daily deals and discount coupons. It partners with the restaurants and other outlets to provide deals with a target of limited deals. It provides deals in different verticals including food, activities, beauty, online shopping and travel. It got acquired by Japan based Transcosmos.",Philippines,,,Ralph Wunsch; Founder; ralph.wunsch@metrodeal.com,ralph.wunsch@metrodeal.com,,http://www.linkedin.com/vsearch/p?f_CC=2686889,,,No,,,,,,,,,,,No,,,,,,,https://www.metrodeal.com,200,"ene. 13, 2021",http://linkedin.com/company/metrodeal-philippines,http://twitter.com/metrodeal,http://facebook.com/metrodealreviews,,https://tracxn.com/companies/7seSFkylv8yukzzcz3rMbDl1JCxpB4R_qI76kt0InEQ/metrodeal.com,"oct. 21, 2016",,,,,,,,,29.23,,,"Consumer
Tech","Enterprise
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
550,Airpatrol,airpatrol.eu,Developer of smart home devices,,2011,Tallinn,Harju,Estonia,No,,NA,,,Acquired,,Yes,inpixon.com,,,"30,000,000",Business Acquisition,No,,,,,,"Technology
Internet of Things
Energy Tech","Smart Homes
Energy Efficiency Tech","Smart Homes > HVAC > Smart AC Controllers
Energy Efficiency Tech > Energy Management System > HVAC Management > Residential",,,"Airpatrol is developer of connected devices for homes primarily for home temperature management. Company's products include AC management device which gives information about temperature and lets user remotely switch on/off their AC, a thermostat to centrally manage home heating/cooling devices and a smart socket to let users remotely switch on/off their devices.",Estonia,,,"Daniel Dordett; CEO; daniel@airpatrol.eu; http://linkedin.com/in/daniel-dordett-47717415; Ex-Marketing Manager, Honeywell OÜ. Tallinn University of Technology",daniel@airpatrol.eu,http://linkedin.com/in/daniel-dordett-47717415,http://www.linkedin.com/vsearch/p?f_CC=3536292,,,No,,,,,,,,,,,No,,,,,,,https://www.airpatrol.eu,301,"ene. 16, 2021",http://linkedin.com/company/airpatrol,http://twitter.com/airpatrol_co,,,https://tracxn.com/companies/dPgKIonGcvFyk_SWVhYNBMUrk1RfavyvN9yyph2p-D4/airpatrol.eu,"ago. 10, 2016",,,,,,,,,32.13,,,"Consumer
Tech","Enterprise
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
879,Activpass,activpass.com,On-demand beauty and fitness services,,2016,Singapore,Singapore,Singapore,No,,NA,,,Acquired,,Yes,allied-tech.com.sg,"jul. 02, 2018",2018,"25,200,000",Business Acquisition,No,,,,,,"Consumer
Unbundling of Craigslist
Retail","Local Services
Beauty Tech","Local Services > Personal Wellness Services > Beauty > Appointment Booking > Parlour Booking
Beauty Tech > Beauty Services > Appointment Booking > Salon Booking",,,"Activpass is a discovery and booking app for availing local beauty, wellness and fitness services. It provides deals and discounts on local services, recommends services to users and helps users build a social network. Activpass offers users reward points for booking services through the app. These points can be redeemed for cash for future bookings. Businesses registered on Activpass gain access to ActivPro mobile app, a back office suite that has features for scheduling appointments, managing staff, generating reports, gaining customer insights and managing deals and marketing. As of Nov 2016, the app is yet to be launched.",Singapore,contact@activpass.com,,"Peter Seow; CEO; peter.seow@activpass.com; https://linkedin.com/in/peter-seow-b4167339; Anglo Chinese School
Amy Leow; Co-Founder; https://linkedin.com/in/amy-leow-77b894137",peter.seow@activpass.com,"https://linkedin.com/in/peter-seow-b4167339
https://linkedin.com/in/amy-leow-77b894137",,,,No,,,,,,,,,,,No,,,,,,,https://www.activpass.com,302,"ene. 20, 2021",,,https://www.facebook.com/activpass/,,https://tracxn.com/companies/qjL_i71Mvkd4M6N4GOzRJqUTPJUGuEdv2IDcS4ysAe4/activpass.com,"dic. 26, 2016",,,,,,,,,22.10,,,"Consumer
Marketplace
Tech","Enterprise
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1056,Solar Security,solarsecurity.ru,"Continuous monitoring based threat detection, IGA, and security scan of code",,2015,Moscow,Moscow,Russia,No,,NA,,,Acquired,,Yes,rostelecom.ru,"may. 23, 2018",2018,"24,436,100",Business Acquisition,No,3,"jul. 25, 2019",,,,Enterprise Infrastructure,Cybersecurity,Cybersecurity > Security Analytics > Threat Detection,,,"Solar Security provides solutions for targeted monitoring and information security management to the organizations. Products include Solar Dozor which controls communication employees, prevent information leakage, analyze user activity and detect internal fraud;Solar inCode which scans source code and executable files of applications; and Solar inRights which is an Identity Governance and Administration platform. Focuses on continuous monitoring and efficient management of information security systems to achieve information security. The company has built Solar JSOC, one of the first Russian commercial center for monitoring and responding to information security incidents as a Managed Detection and Response. Claims to protect over 30% of the companies out of the top 100 Russian companies.",Russia,info@solarsecurity.ru,+7-4997550770,Igor Lyapunov; Director & CEO,,,http://www.linkedin.com/vsearch/p?f_CC=9423168,,,No,,,,,,,,,,,No,,,,,,,https://www.solarsecurity.ru,301,"ene. 19, 2021",http://linkedin.com/company/solar-security-russia,,http://facebook.com/solar-security-942535515765067,http://solarsecurity.ru/analytics/blogs,https://tracxn.com/companies/vaMvX_FpabaZ3397moknz6M073u9gxdfpYTw92NaNyY/solarsecurity.ru,"jul. 04, 2017",,,,,,,,,17.84,,,"Enterprise
Tech","Consumer
SaaS","Marketplace
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
338,REV Asia,revasia.com,Digital media group from SE Asia,,2013,Petaling Jaya,Selangor,Malaysia,Yes,,NA,,,Acquired,,Yes,mediaprima.com.my,"may. 08, 2017",2017,"24,200,000",Business Acquisition,Yes,,,,,,Media & Entertainment,Internet First Media,Internet First Media > Digital Media Groups,Catcha Group,,"REV Asia is a digital media group from Malaysia with regional presence across South East Asia including Indonesia, Philippines &amp; Vietnam. Owns brands like SAYS.com, JUICE, OhBulan!, 8Share, Hanger, Top 40 Under 40,  Starlight Cinema. Claims to have a combined reach of approximately 14M+ people per month and services over 500 clients.",Malaysia,,,Tze Khay; CEO; tzekhay@revasia.com; http://linkedin.com/in/tze-khay-voon-3741702,tzekhay@revasia.com,http://linkedin.com/in/tze-khay-voon-3741702,http://www.linkedin.com/vsearch/p?f_CC=6388293,,,No,,,,"viralcham.com
kongsiresepi.com
siraplimau.com
myresipi.com
i-media.com.my
imediaasia.co
rojaklah.com",KLSE:REV,"jul. 22, 2011",,,"33,305,523",,No,,,,,,,https://www.revasia.com,502,"ene. 17, 2021",http://linkedin.com/company/rev-asia,http://twitter.com/thisisrevasia,http://facebook.com/thisisrevasia,,https://tracxn.com/companies/lfE06dTk688tg4Hnkb-UfaN6ZFZ10YM5D0L8B8pQhVY/revasia.com,"dic. 29, 2016",,,,,,,,,39.82,,,"Consumer
Enterprise
Tech","Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1014,Asia Box Office,asiaboxoffice.com,Local event discovery and ticketing platform,,2016,Singapore,Singapore,Singapore,No,,NA,,,Acquired,,Yes,allied-tech.com.sg,"ene. 24, 2018",2018,"22,879,200",Business Acquisition,No,2,"dic. 18, 2019",,,,Media & Entertainment,Online Event Ticketing,Online Event Ticketing > Multicategory > Marketplace,,,"Asia Box Office is an event discovery and ticketing platform for local events. It allows users to discover events that happening around based on venue, date and time. It enables users to promote the events and get discount tickets using promo codes and buy tickets through emails.",Singapore,connect@asiaboxoffice.com,+852-30184032,Gary Gg; CEO & Director; http://linkedin.com/in/gary-gg-42302211b; Ex-eBay Enterprise Marketing Solutions.,,http://linkedin.com/in/gary-gg-42302211b,,,,No,,,,,,,,,,,No,,,,,,,http://www.asiaboxoffice.com,200,"ene. 21, 2021",http://linkedin.com/company/asiaboxoffice-pte-ltd,,http://facebook.com/asiaboxoffice,,https://tracxn.com/companies/A6uGjTECZeclTm8dvWbqu5_bAZYMTfWU-0iuqtFDIwc/asiaboxoffice.com,"dic. 18, 2019",,,,,,,,,18.89,,,Tech,,"Consumer
Enterprise
Marketplace
SaaS
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1375,J-Money,jmoney.co.th,App-based platform for consumer loans,,2011,Bangkok,Bangkok,Thailand,No,,NA,,,Acquired,,Yes,kbcard.com,"abr. 01, 2020",2020,"21,500,000",Business Acquisition,No,3,"may. 19, 2020",,,,FinTech,Alternative Lending,Alternative Lending > Online Lenders > Consumer Loans > Diversified > Direct Lender,,,"Jmoney for an app-based platform for consumer loans. It offers loans such as personal loans, car loans, healthcare loans, and more. The loan amount is transferred to the user's registered bank account. The app is available on iOS and Android devices.",Thailand,,,,,,,,,No,,,,,,,,,,,No,,,,,,,https://www.jmoney.co.th,200,"feb. 02, 2021",,,https://facebook.com/pg/jmoneythai/about,,https://tracxn.com/companies/gjXRrPpsONILzgvVe6mCffBZXzLwoe4qz0B6YvT7d7c/jmoney.co.th,"may. 14, 2020",,,,,,,,,10.93,,,"Tech
Consumer
Software","Enterprise
Marketplace
SaaS
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
267,Oberlo,oberlo.com,SaaS-based drop shipping solution for eCommerce companies,,2015,Vilnius,Vilniaus Apskritis,Lithuania,Yes,,NA,,,Acquired,,Yes,shopify.com,"abr. 28, 2017",2017,"20,600,000",Business Acquisition,No,5,"jun. 22, 2020",,,,"Consumer
Logistics Tech
Retail","Logistics Tech
E-Commerce Enablers","Logistics Tech > Ecommerce Logistics > End to End Delivery Services > Own Fleet
E-Commerce Enablers > Backend > Shipping & Fulfillment > Dropshipping","InReach Ventures
Pi Campus",,Oberlo is a cloud-based drop shipping solution for online retailers and vendors. The company integrates with the merchant's web store like Shopify and enables them to import products from the suppliers and publish them to the store. It handles the drop shipping fulfillment once an order is placed and also automatically updates stock levels and product prices. The solution enables merchants to switch between the suppliers offering the best price. It charges a subscription fee starting from $29.90 per month depending on the number of products and orders per month. The company got acquired by Shopify for $15M in May 2017.,Lithuania,hello@oberlo.com,,"Justas Galaburda; Co-Founder; justas@oberlo.com; http://linkedin.com/in/justas-galaburda-82882056; EX-Studio4 UAB.
Tomas Slimas; Co-Founder & CMO; tomas@oberlo.com; http://linkedin.com/in/slimastomas; EX-Co-Founder Brothers Retail, La Propaganda
Donatas Pranckenas; Co-Founder; donatas@oberlo.com; http://linkedin.com/in/donatas-pranckenas-322683139
Andrius Slimas; Co-Founder & CEO; andrius@oberlo.com; http://linkedin.com/in/slimas; EX-Co-Founder UAB Studio4, La Propaganda, Brother Grimes Bookstore. ISM 2012
Marius Grauzinis; Co-Founder; marius@oberlo.com; http://linkedin.com/in/magnetas; EX-studio4, Corpus Integrum. Vilnius University 2008","justas@oberlo.com
tomas@oberlo.com
slimastomas@gmail.com
donatas@oberlo.com
andrius@oberlo.com
marius@oberlo.com","http://linkedin.com/in/justas-galaburda-82882056
http://linkedin.com/in/slimastomas
http://linkedin.com/in/donatas-pranckenas-322683139
http://linkedin.com/in/slimas
http://linkedin.com/in/magnetas",,,,No,,,,,,,,,,,No,,,,,,,https://www.oberlo.com,200,"ene. 17, 2021",http://linkedin.com/company/10462386,http://twitter.com/oberloapp,http://facebook.com/oberloapp,http://oberlo.com/blog,https://tracxn.com/companies/vS9tZzL2eh-EcMJkH_WQjf52rbfmZFGoRvVBfRA0gSg/oberlo.com,"jul. 28, 2017",,,,,,,,,43.36,,,"Enterprise
SaaS
Tech","Consumer
Marketplace","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
383,ZakaZaka,zakazaka.ru,Online platform to order food from partnered restaurants,,2013,Moscow,Moscow,Russia,Yes,,6/1/2016,,,Acquired,331,Yes,mail.ru,"abr. 28, 2017",2017,"20,000,000",Business Acquisition,No,4,"jun. 21, 2020",,,,Food Tech,Food Tech,Food Tech > Food Discovery and Ordering > Restaurant Aggregator > Restaurant Delivered,Foodpanda,,"ZakaZaka enables users to order food from partnered restaurants using its online platform and mobile app. Users can search for restaurants based on location and dish categories such as pizza, pie, burger, etc. Allows restaurants to list their businesses on the platform. Restaurants are responsible for the delivery of orders to the customers. Claims to list over 4K restaurants in over 19 Russian cities, as of May 2017. The app is available for iOS and Android. Mail.ru acquired ZakaZaka in April 2017 and the total valuation of the company ZakaZaka is reported to be $20 million during the month of acquisition.",Russia,"info@zakazaka.ru
service@zakazaka.ru",,"Gafurov Ruslan; Co-Founder & VP; ruslan@zakazaka.ru; http://linkedin.com/in/gafurov-ruslan-675727a5
Sergey Tsytsenko; Co-Founder; sergey@zakazaka.ru; http://linkedin.com/in/sergey-tsytsenko-482293109; RST-Invent. Saint Petersburg State University Graduate School of Management 2006
Andrew Tsytsenko; Co-Founder & CEO; andrew@zakazaka.ru; http://linkedin.com/in/andrew-tsytsenko-9431b1a9; Paris Dauphine University","ruslan@zakazaka.ru
sergey@zakazaka.ru
andrew@zakazaka.ru","http://linkedin.com/in/gafurov-ruslan-675727a5
http://linkedin.com/in/sergey-tsytsenko-482293109
http://linkedin.com/in/andrew-tsytsenko-9431b1a9",,,,No,,,,,,,,,,,No,,,,,,,https://zakazaka.ru,200,"ene. 15, 2021",,http://twitter.com/zakazaka_ru,http://facebook.com/zakazaka.ru,,https://tracxn.com/companies/ed2GgpROGQ_PZ9NeIs6xCBZF1qU7nKbBpieKvaNdz1s/zakazaka.ru,"may. 08, 2017",,,,,,,,,38.29,,,"Consumer
Marketplace
Tech","Enterprise
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
553,TaxiStartup,taxistartup.com,Cloud taxi and limo dispatch platform,,2012,Tallinn,Harju,Estonia,Yes,,NA,,,Acquired,,Yes,saytaxi.com.au,"feb. 08, 2014",2014,"18,000,000",Business Acquisition,No,2,"dic. 18, 2019",,,,"Consumer
Auto Tech
Travel and Hospitality Tech",Road Transport Tech,Road Transport Tech > Ride Hailing > Cars > Taxi > Tech Enablers > Suite > White Label Apps,IMPACT Accelerator,,"Taxistartup provides a platform for taxi companies for GPS tracking, iPhone &amp; Android apps, online booking system, etc. They also allow the taxi companies to sell orders and cabs to each other. They claim that their solution delivers optimized routes for cabs and minimize waiting times saving up to 25% of batteries' power or fuel, thus contributing to a better environment.",Estonia,,,"Ilya Atrashkevich; Co-Founder and CEO; ilya@taxistartup.com; http://ee.linkedin.com/in/luigypartners; Co-founder, CapNavi  Managing Partner, Saytaxi
Igor Zubchenok; Founder & CTO; http://linkedin.com/in/zubchenok; ex-Altoros Systems
Eugene Suslo; Co-Founder & CCO; eugene@taxistartup.com; http://dk.linkedin.com/in/eugenesuslo; ex-Co-founder, Dateworks  Lund University","ilya@taxistartup.com
eugene@taxistartup.com","http://ee.linkedin.com/in/luigypartners
http://linkedin.com/in/zubchenok
http://dk.linkedin.com/in/eugenesuslo",http://www.linkedin.com/vsearch/p?f_CC=2568667,,,No,,,,,,,,,,,No,,,,,,,https://www.taxistartup.com,302,"ene. 14, 2021",https://www.linkedin.com/company/taxistartup,http://twitter.com/taxistartup,,http://taxistartup.com/blog,https://tracxn.com/companies/gKJpMRLJi01ENHKzJmmb5UvY7nrPM0fD0rnpiyNG9ik/taxistartup.com,"feb. 18, 2016",,,,,,,,,32.06,,,"Tech
Enterprise
SaaS",Consumer,"Marketplace
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
259,Chilindo.com,chilindo.com,Auction based online retail eCommere platform,,2014,Bangkok,Bangkok,Thailand,Yes,"3,100,000",2/15/2016,$3M,"3,100,000",Acquired,1598,Yes,ascendcorp.com,"jul. 01, 2020",2020,"18,000,000",Business Acquisition,No,3,"jul. 27, 2020",,,,Retail,Auction E-Commerce,Auction E-Commerce > Multi Category,Alpha Founders Capital,,"Chilindo is an online auction site in Thailand, where every auction starts at 1 THB. The company buys product from China and Thailand ans sell on auction basis. Product range includes electronics, furniture, toys, sports gear etc. It claims to have more than 1.5M online users. It charges 39 THB as shipping cost in Thailand and accepts return within 14 days.",Thailand,,,"Caspar Bo; Founder; cbj@chilindo.com; http://linkedin.com/in/caspar-bo-70829717; Ex-Cocopanda A/S, Ex-POISE of denmark, Aarhus School of Business",cbj@chilindo.com,http://linkedin.com/in/caspar-bo-70829717,http://www.linkedin.com/vsearch/p?f_CC=4379080,,,No,,,,,,,,,,,No,,,,,,,https://www.chilindo.com,200,"ene. 15, 2021",http://linkedin.com/company/chilindo,,,,https://tracxn.com/companies/lFysoZiGGkgALnnOSK12qIAya34YFsPBPS-JyQeK1YU/chilindo.com,"jul. 31, 2019",,,,,,,,,43.60,,,"Consumer
Tech","Enterprise
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
