name,idea,location,start_date,operating_years,number_employees,status,latest_funding_round
Inzen Studio,Inzen studio is a Singapore based game developer which develops games which have a humorous and quirky face. The company intends to make a dent on Chinese game market and for that it has established an office in Beijing.,Singapore Singapore,2012,4.0,,Acquired,
mobil123.com,"Mobil123 is an Indonesia-based car classified platform. The platform provides listing for new as well as used cars and two-wheelers. The company, which was previously owned by property portal iProperty Group, was acquired by Malaysia's iCar Asia in 2012.",Jakarta Indonesia,2012,0.0,,Acquired,
Skkyn,Skkyn is an online platform to book on-demand car wash & detailing service. Users are allowed to book by providing location & service needed on the app. Users can confirm the booking by paying via cash or credit card & a professional will arrive at the user's location to provide the service. Offers subscription packages for recurring users. Their app is available for Apple & Android devices.,Dubai United Arab Emirates,2017,2.0,,Acquired,
Alchemist Codes,Provides software & mobile app development and database services,Puchong Malaysia,2018,2.0,,Acquired,
MYPAY,Mypay is mobile money wallet app that allows users to load and withdraw money via agent locations whilst allows to transfer money among friends and family via the Myanmar-bassed social messaging app - MYSQUAR. The agent locations allow deposit and cash withdrawal from the wallet. The wallet service is in partnership with white-label wallet solution provider - Cellum.,Yangon Myanmar,2015,3.0,,Acquired,
Mind Services,"Mind Services is a provider of IT services including consulting and advisory for IT solutions to the private sector, financial institutions, and governments. Services include IT application lifecycle management, development &amp; implementation, and operations outsourcing.",Sao Paulo Brazil,2013,0.0,,Acquired,
Oya,"Oya is an online-bus booking platform. Users can book bus tickets, car hire, cargo booking, and more on the platform. Users can book the service by providing location, passenger details, and more. It also offers mobile app for booking.",Lagos Nigeria,2013,2.0,,Acquired,
Megafash,"Megafash, launched in 2013 in Singapore, is an online marketplace, focusing exclusively on homegrown indie brands. The company started off as a fashion-focused platform and later expanded to include lifestyle and design products. Started with a subscription-based revenue model, the company has pivoted to commission-based model, taking 10 per cent on all sales. In 2014, the company's revenue was close to US$500k.",Singapore Singapore,2013,4.0,,Acquired,
Ecertic,"FacePhi provides biometrics-based secure authentication solutions. The product offers verification and authentication solutions in mobile and web applications. The features of the product include the prevention of phishing & identity theft, video detection, eye recognition, etc. It also provides facial authentication, voice recognition, and electronic signature recognition.",Espana Mexico,2015,5.0,,Acquired,
Clever Taxi,"CleverTaxi is an on-demand nd taxi booking app. The company aggregates drivers through a mobile-based platform and provides them with location-based jobs. Users can request for a cab from their mobiles. Based on their location, nearest available drivers are assigned to them. The company claims their drivers are registered, background-checked personnel. CleverTaxi also provides plans specific for corporates, along with delivery services for local businesses. The company is present in 20 cities of Romania.",Bucharest Romania,2012,5.0,,Acquired,
AutoDeal,"Autodeal is Philippines based portal over which car buyers can connect with dealers, get prices, compare various products and search through car promos. It gets its revenue from lead-generation subscriptions with vehicle manufacturers, independent dealers and Philippine banks.",Makati Philippines,2014,5.0,,Acquired,
Be3D,"Be3D produces two grades of FDM-based printers - DeeGreen and DeeReed for home users and professionals respectively. It has a dual nozzle  system enabling to print 2 materials / colors at once. Their 3D printers have been used on projects by Skoda Auto, Microsoft, Adobe and autodesk etc. They were incubated by Czech Technical University and won the Czech accelerator program (2010-2014). During the event organized by this program, they have met with the owners of Y-soft and that lead to Y-soft subsequently investing in majority of Be3D stakes.",Prague Czech Republic,2012,2.0,,Acquired,
FundPlaces,"Based in Singapore, FundPlaces is an online platform for its users to invest their wealth in upcoming real estate projects. It has both investors and developers among its users. Investors can increase their wealth and developers can raise capital for their projects.  Every Fundplaces Tile is a digital token on the blockchain that represents economic benefits of the property asset that the tile references. Members can invest in real estate from as low as S$1,000.",Singapore Singapore,2015,2.0,,Acquired,
TodaysWeb,Provides web design and development services,Cochabamba Bolivia,2012,6.0,,Acquired,
3elagi,"3elagi is an online platform and app enabling users to order prescription medicines, health and beauty products. Users can type the symptoms, or medicine names or upload a picture of the prescription to order the medicines. Users can also view the suggestions provided by the platform based on the symptoms, compare and order the products online which are delivered to the user-provided address.",Cairo Egypt,2017,3.0,,Acquired,
Wiedzanet.pl,"Wiedzanet is an online platform providing information on multiple categories such as man, history, science, nature, technique, and more. Monetizes through display advertisements.",,2017,-11.0,,Acquired,
Neo.Bnk,"Neo.Bnk is developing a micro services-based open banking platform. The platform will help banks to transform their traditional technology architecture to a fintech-like architecture through a non-coding based, UI-driven API management & orchestration platform. It will also migrate banks to microservices container framework and AI driven automation and security layer.",Singapore Singapore,2018,0.0,,Acquired,
